gene,importance
gene=pspA,0.00011533479783425522
gene=bioB_4,0.0
gene=topoM,0.0
gene=frlB_3,3.1084938205939823e-07
gene=bluB,0.0001796385123266959
gene=yfhA_1,2.683648241184097e-08
gene=nasR,0.0001629004113005297
gene=xylB,4.777531276381012e-06
gene=truD_1,0.0
gene=cowN,0.0
gene=ddrA_1,0.0
gene=vpr_3,0.0
gene=radD_1,0.00011311307485190701
gene=oppC_1,3.197612852184035e-05
gene=yphA,0.00010033649802245216
gene=yihX_3,0.0
gene=ydjZ_1,0.0003260796143157097
gene=celD_2,0.0
gene=yveL_3,0.0
gene=yhhW_4,0.0
gene=ecfG_2,0.0
gene=dnrD_2,0.0
gene=phoD_3,0.0
gene=hgpA_1,0.0
gene=rpoN_1,5.9907443923937934e-06
gene=dctM_15,0.0
gene=mfd_2,6.021698951491423e-06
gene=tarF_2,0.0
gene=nlhH_6,0.0
gene=dauA_2,3.1382679646482973e-06
gene=pksN,0.0
gene=mprA_10,0.0
gene=mmpS2,0.0
gene=eltP,3.087260421300153e-05
gene=birA,6.634473822370596e-06
gene=frmA_1,0.0
gene=alkA_3,5.51624886604588e-06
gene=dauE_1,0.0
gene=devR_4,0.0
gene=gltI_5,0.0
gene=ponA,5.085824400975782e-06
gene=vraR_3,0.0004148565081986798
gene=nuoM,0.0018027606394534672
gene=hcpA_4,0.0
gene=yscJ,5.5950332005172084e-05
gene=cooS1_2,0.0
gene=dorA,2.935245341627616e-06
gene=yrrB_10,0.0
gene=dmdC_1,1.1282357777960178e-05
gene=scpD,0.0
gene=cmpR_12,0.0
gene=cyaA_12,0.0
gene=aceA_1,0.0
gene=aacC1,0.0
gene=nicR,8.02387668150823e-06
gene=ldh1_1,0.0
gene=cspLA,0.0
gene=kstR2_14,0.0
gene=ydcV_7,0.0
gene=mlaF_1,0.0
gene=folK,0.0002331590559579729
gene=ybdO,0.0
gene=mltF_4,0.0
gene=sapD_1,0.0
gene=tdhA_1,0.0
gene=sdaC_4,1.5651094479130814e-05
gene=soxB_7,0.0
gene=fcf2,0.0
protein=Putative 2-hydroxyacid dehydrogenase,1.9383361760414607e-05
gene=hemY,0.0
gene=hdhA,0.0
gene=rbr_1,0.0
gene=yghA_2,0.0
gene=espG3,0.0
gene=nicT_1,0.0
gene=oprF_1,3.8103698296582597e-05
gene=hip_2,0.0
gene=kstR2_8,2.2966749496711026e-06
gene=ctpG_5,0.0
gene=crtI_4,0.0
gene=ppdK_2,3.1779187722165925e-05
protein=SusD-like protein,0.0
gene=rfaL_2,0.0
gene=exbB_2,0.0
gene=folE2,0.0
gene=pgdA_6,3.505952032662655e-05
gene=dld_2,1.3789830704719033e-07
gene=lacI,2.150988526898446e-06
gene=dhlB,0.0
gene=ddlA_1,0.00026289775439915664
gene=ytrF_6,0.0
gene=xylG_5,0.0
gene=mnmE_3,2.148928860874669e-06
gene=waaA,7.442824458211232e-06
gene=ruvB_1,4.6731803158977925e-06
gene=gadB_2,0.0
gene=ycjP,1.1820365501251918e-05
protein=PE-PGRS family protein PE25,0.0
gene=elfD,0.0
gene=esiB_8,0.0
gene=algE1_3,0.0
gene=thiI_1,0.0
gene=ihfA_1,0.0
gene=dcp,0.0
gene=glnE,0.0
gene=hycE_1,0.0
gene=rpsQ,3.303607285725888e-05
gene=acm_1,3.328798853469209e-06
gene=lsrK_3,0.0
gene=vacA_1,0.0
protein=Cyclomaltodextrinase,0.0003585010272836448
gene=irpA_1,0.0
gene=beta-galIII,0.0
gene=nox_2,0.0
gene=clcA_3,5.061504087525305e-06
gene=nylA_4,0.0
gene=cobS,4.082923636364847e-05
gene=dop,9.220810345600216e-08
gene=bdcA_3,0.0
gene=gnd_3,0.0
gene=ripA_2,1.0625496657705162e-05
"protein=8'-apo-carotenoid 13,14-cleaving dioxygenase",0.0
gene=atzC_4,0.0
gene=rhaA,0.0
gene=rhtA_1,0.0
gene=spoIIAB_1,0.0
gene=ydfZ_2,0.0
gene=cspA_4,1.5767567821903074e-07
gene=spoIIAB,6.0964303649958816e-05
gene=flgE,1.4372265942124505e-07
gene=teaD_9,0.0
gene=sigV_6,0.0
gene=rimI_9,0.0
gene=proV_1,0.0
gene=trxB_3,0.0
gene=arnT_4,0.0
gene=dnaE2,5.920162265830188e-08
gene=kdgA_1,1.0551268095607415e-05
gene=gltI_3,2.1684521434930584e-05
gene=hrdB_2,0.0
gene=top6B,0.0
gene=dmdC_6,0.0
gene=alr1_1,0.0
gene=ytrH,0.0
gene=rhdA_1,0.0
gene=mmoC_2,0.0
gene=glgE2,9.97845141601634e-10
gene=yciB_1,2.410169651471754e-05
gene=spo0B,0.0
gene=ywlF,6.734089978992442e-05
gene=mbtB,0.0
gene=fadL_2,0.0
gene=echA8_5,0.0
gene=lpqH_2,0.0
gene=pstS1_2,2.7552043094205115e-05
gene=pspE_2,6.756160350346992e-05
gene=yqaB_2,2.2492274180839678e-06
gene=mnhC1_1,0.0
gene=rpsQ_1,0.0
gene=mepB_2,0.0
gene=spkB_15,0.0
gene=htrE_9,0.0
gene=araQ_47,0.0
gene=nolU,0.0
gene=anoI,0.0
gene=rpmB_2,0.0
gene=leuC_1,0.0
gene=pimC,1.1030611004421274e-05
gene=parB_1,0.0
gene=cheV_1,5.0049243744219925e-05
gene=qorB_2,1.5783255396097178e-06
gene=pomA_3,0.0
gene=soxC_8,1.7890915006286774e-06
gene=rapI_3,0.0
gene=scrK_1,2.119442770738041e-08
gene=puuR_1,1.1282421775414354e-06
gene=pdh,0.0
gene=catB_1,0.0
gene=erm_4,0.0
gene=yedY_6,0.0
gene=dctB_4,0.0
gene=zot,0.0
gene=ahpD_2,0.0
gene=iaaH_2,4.1745639307310666e-06
gene=dmg_1,0.0
gene=mhbT_1,0.0
gene=garP_2,0.0
gene=tcyN_1,0.0
gene=mshD_7,0.0
gene=ywqK,0.0
gene=thiG_1,0.0
gene=sacB,0.0
gene=nagAb_3,0.0
gene=uviB_1,2.5203891623578417e-06
gene=mppJ,0.0
gene=luxR_4,0.0
gene=sapA_2,0.0
gene=bca_2,0.0
gene=tauD_8,0.0
gene=ycsE_1,0.0
gene=katA_3,0.0
gene=rhlB_2,0.0
gene=yehC,0.0
gene=ppdK,0.00013059700013302376
protein=Sialidase,5.034806349591746e-06
gene=tsf_2,4.672452185550347e-06
gene=glkA_1,0.0
gene=atpF_2,6.89104948043267e-08
gene=ydfK,5.68543999103873e-08
gene=fliJ_1,0.0
gene=rrrD_13,0.0
gene=bltD_3,1.3065873215984646e-07
gene=papA5_4,0.0
gene=leuO_2,0.0
gene=tagO_4,0.0
gene=xynA1_15,0.0
gene=phoR_6,0.0
gene=pcs_1,0.0
protein=putative methyltransferase,1.8662582027519854e-05
gene=pmp2_1,0.0
gene=fepB,3.210865512583712e-07
gene=paiA_1,0.0001075786532459947
gene=fecI_1,0.0
gene=araQ_7,0.0002511783956520925
gene=opmA,0.0
gene=trxB,0.00011176512153527249
gene=ppiC_1,0.0
gene=prnD_2,0.0
gene=flgI,6.328431234132272e-06
gene=bfmBAB_2,0.0
gene=phoU2,1.2533844021269792e-06
gene=sdaB_1,0.0
gene=dctM_13,0.0
gene=icd2,0.0
gene=dhaD_1,0.0
gene=nikR,0.0
gene=coaE_1,9.066825921249398e-05
gene=hxlA_2,0.0
gene=pgpA_2,0.0
gene=pcp_4,0.0
gene=hprA_1,0.00034451853609970584
gene=btr_9,0.0
gene=sigV_2,0.0
protein=Putative phosphoesterase,0.0
gene=yiaW_2,0.0
gene=metQ_8,0.0
gene=mmpS4_5,0.0
gene=tqsA_4,0.0
gene=yheI_5,0.0
gene=mauD,0.0
gene=soxD_7,0.0
gene=bcsC_2,0.0
gene=yehT_7,0.0
gene=gltA_3,0.0
gene=malZ_2,0.0
gene=mdtE_3,0.0
gene=uviB_4,0.0
gene=eamA_3,0.0
gene=rnz_1,3.7847192334608153e-07
gene=hsaD_7,0.0
gene=mazF,0.0005309299719490416
gene=ghxP_2,0.0
gene=pckA_2,0.0
gene=carQ_2,0.0
gene=trpD_1,0.0
gene=bcrC_7,0.0
gene=salL,0.0
gene=ybiT_5,0.0
gene=pigE_2,0.0
gene=hutI_7,0.0
gene=podJ,4.6964442577896416e-05
gene=efeU_2,0.0
gene=LRA5_3,0.0
gene=nagC_4,2.0544743792593826e-05
gene=sdcS_3,0.0
gene=manP_5,2.1896070755847312e-09
protein=Thiocillin,0.0
gene=pknK_9,0.0
gene=dapL_1,2.319380291317129e-05
gene=dagK_2,0.0
gene=pqqD_2,6.941425743406807e-06
gene=icd_2,5.202975150119489e-05
gene=yknY_3,6.412991119468499e-06
gene=aioA,0.0
gene=iaaA_1,0.0
gene=pupB,5.467797849543853e-05
gene=kch_3,0.0
gene=fhuA_9,9.989772408709829e-09
gene=prsA_1,0.00010499967560463028
gene=yfiR_2,0.0
gene=tfoX1_2,0.0
gene=ywrO_4,0.0
gene=yfdC_2,1.703459128879104e-06
gene=nagL,2.991896987001585e-06
gene=efpA_11,0.0
gene=adhR_3,0.0
gene=pknK_3,0.0
gene=tspO,0.0
gene=menE_1,2.7572961762438397e-07
gene=pipB2_5,0.0
gene=glnG_2,0.0
gene=bglF,1.869896664636012e-05
gene=intQ_4,0.0
gene=nprA_1,0.0
gene=ypeA_2,1.4985539660089305e-06
gene=intA_7,0.0
gene=rlmG_1,8.526170312369032e-06
gene=urdA_3,0.0
gene=fimD,1.763941093185174e-05
gene=ptsI,0.00016446575073177157
gene=murJ_1,1.0715943101546948e-06
gene=bla_6,0.0
gene=pyp_2,0.0
gene=hisM_5,0.0
gene=wfgD_1,0.0
gene=iraM,0.0
gene=ssuA_1,0.0
gene=eltP_3,0.0
gene=dppE_2,4.3044965759382575e-06
gene=lnpD_2,0.0
gene=yjaB,0.0
gene=esxK,6.6092856094789634e-06
gene=pcaJ_1,0.0
gene=moaA1_1,1.5438651138472968e-05
gene=aes,0.0
gene=yccS_4,0.0
gene=virS_3,0.0
gene=cydD_1,0.0
gene=hflK_2,0.0
gene=yoaJ_1,0.0
gene=sasG_2,0.0
gene=petF1,0.0
gene=xpsN,1.8026890679013146e-06
gene=ycgJ_2,9.931202027317043e-05
gene=petH_2,0.0
gene=phaJ_6,0.0
gene=iraP_4,0.0
gene=rplY_2,0.0
gene=degP,1.0564531218209236e-05
gene=bcsB_2,0.0
gene=relK_4,0.0
gene=proC_3,1.1740898353788422e-05
gene=uox_1,0.0
gene=uspE_1,0.0
gene=nprM_2,0.0
gene=phnH_2,0.0
protein=putative outer membrane protein pmp10,5.899096957558191e-05
gene=sigV_4,0.0
gene=pucL,0.00013194457479173422
gene=appA_1,5.8131984499405396e-05
gene=clpX_3,0.0
gene=lolE,6.315280014247953e-05
gene=torS_1,0.0
gene=tmoS_4,0.0
gene=aspA_2,0.0
gene=glpK_3,0.00015482352597360238
gene=oprM_12,0.0
gene=baiE_3,0.0
gene=pnp_1,0.0
gene=yscF,4.1901766650194626e-05
gene=afsR_9,0.0
gene=treP_1,0.0
gene=ltxA_24,0.0
gene=mdlY_1,0.0
gene=pduE_2,1.5256431142817613e-08
gene=malK_8,0.0
gene=lamB_4,0.0
gene=yfjZ_2,1.8780797519600701e-06
gene=rlmF_1,0.0
gene=carD_5,0.0
gene=nepI_5,0.0
gene=kduI1_2,0.0
gene=iam,1.6828546235869513e-05
gene=yybR,2.749708083193519e-05
gene=fgd1,0.0003375561648025212
gene=blaSE_1,0.0
gene=espR_7,0.0
gene=grsB_11,0.0
gene=cpdR_2,8.720255888480937e-05
gene=mviN_3,0.0
gene=phoC,0.0
gene=hcrA,1.125665796352843e-06
gene=pbpB,6.526250387273394e-05
gene=dsbG_3,0.0
gene=ntaA_4,0.0
gene=lacZ_8,0.0
gene=fecB,0.0
gene=strL_2,0.0
gene=fabG2_1,0.0
gene=dac_2,0.0
gene=nadX_2,2.6532146618228625e-05
gene=rbsC_31,0.0
gene=lysJ_2,0.0
gene=yknX_2,0.0
gene=clcA_4,0.0
gene=dppE_13,0.0
gene=otcC_2,0.0
gene=lrp_8,1.255773209340531e-06
gene=cpo_5,0.0
gene=galC,0.0
gene=nanB,0.0
gene=tehA_2,0.0
gene=sepA_2,0.0
gene=hblA_7,0.0
gene=yofA_8,0.0
gene=chvE_2,4.887010783593845e-06
gene=ksdD_5,0.0
gene=alaS_4,0.0
gene=tusA_4,0.0
gene=yopE_2,0.0
protein=Epimerase family protein,4.4366509493309794e-05
gene=adhR_6,0.0
gene=mcbR_3,2.2378213364838107e-06
gene=pcaR_6,0.0
gene=cpdA_7,1.1509997959408624e-05
gene=aiiB,0.0
gene=licC_9,0.0
gene=kstR2_18,0.0
gene=efeO,0.0
gene=smf-1_19,0.0
gene=bglF_16,0.0
gene=citS,2.5591119011260536e-05
gene=mtcA1,4.4532014244762935e-05
gene=uvrA_5,0.0
gene=lipM_1,1.5645957524326006e-07
gene=rhsA_6,0.0
gene=yrrB_9,0.0
gene=nuoE_1,0.0
gene=graR_3,5.759567658771769e-06
gene=citX_1,0.0
gene=acuI_1,0.0
gene=yiaO_4,0.0
gene=pemK,6.932611345378445e-05
gene=galK_3,0.0
gene=rcsD,0.0
gene=ripA_6,0.0
gene=gmuG,0.0
gene=acpXL,2.0540628258981517e-05
gene=eutN_1,1.1030867471038703e-06
gene=yfkO_2,0.0
gene=mbtB_2,7.945197981817669e-05
gene=rlmE_2,0.0
gene=axeA1_4,2.2476299048437045e-05
gene=yecD_3,0.0
gene=kaiC_1,0.0
gene=PE3_4,0.0
gene=sttH_5,0.0
gene=tdcC_1,0.0
gene=dpp7_1,0.0
gene=immR_5,1.5355119324984133e-05
gene=mreB_7,0.0
gene=vpr_4,0.0
gene=cwlD_2,0.0
gene=kipA_2,3.156651079219432e-06
gene=rsgI2_2,1.0312499567801088e-05
gene=flgH_1,1.5487300762401386e-05
gene=hupA_3,2.2292237289005308e-07
gene=rbsD,9.375350362353691e-05
gene=flhD_1,0.0
gene=bin3_3,0.0
gene=exo I_1,0.0
gene=ywtF_2,0.0
gene=chrR_3,0.0
gene=fin,0.0
gene=phnS_4,0.0
gene=lytC_19,0.0
gene=cheA_1,0.0
gene=yhdY,3.6270941711891028e-06
gene=gdhB_1,0.0
gene=prkC_4,0.0
gene=mcsA,0.0
gene=psrA_2,1.0375405188059128e-05
gene=glpF_3,0.0
gene=dadD_2,0.0
gene=ldtB_7,0.0
gene=mgtB_4,0.0
gene=cocE_3,0.0004945402713766199
gene=cfiA_2,1.1042851856158591e-06
gene=cbdB,0.00012835681233898096
gene=dmsB_3,0.0
gene=egsA_2,0.0
gene=phzD_5,0.0
gene=pcb,0.0
gene=argE,5.257318432523037e-05
gene=nthB_2,0.0
protein=D-alanyl-D-alanine carboxypeptidase,0.002484019446652624
gene=ygjI_1,0.0
gene=lcfB_2,1.4293218703437476e-05
gene=ada,2.396040048442344e-05
protein=Gluconokinase,0.0
gene=ptrB_2,0.0
gene=csbX_2,0.0
gene=lpqL,5.452663775267194e-06
gene=carAa,0.0
gene=menB_1,0.0
gene=bamE,0.0
gene=esaI_1,0.0
gene=ptlI_1,0.0
gene=ykfA_3,0.0
gene=mmpL5_2,1.2707118215594071e-05
protein=Beta-N-acetylhexosaminidase,2.067289152297073e-06
gene=vraR_8,0.0
protein=Limonene hydroxylase,1.982648357042892e-05
gene=mco_2,0.0
gene=tuaC_1,0.0
gene=gshAB_1,4.768548401518013e-06
gene=arlS_4,0.0
gene=uup,7.419467212711429e-05
gene=fabH_4,7.3352490487966156e-06
gene=tnrA_2,0.0
gene=rsbRC,0.0
gene=narL_4,0.0
gene=chiQ,0.0
gene=spkB_13,1.0634399895418128e-06
gene=aofH,0.0
gene=perB,0.0
gene=epsM_2,8.279338924526872e-07
gene=xynA1_2,3.248202535948061e-06
gene=pstS_3,0.0
gene=ubiD,4.900044360611186e-05
gene=oprF_6,7.367383070927521e-06
gene=mltF_3,7.382880459574458e-08
gene=ltrA_19,0.0
gene=snpA_3,0.0
gene=ompC_5,0.0
gene=dfa3_2,0.0
gene=abrB_4,0.0
gene=astA,1.5743418559466904e-06
gene=phnD_2,5.364014719250894e-05
gene=devT,0.0
gene=cmoM_1,0.0
gene=pscF,2.6011250901245786e-05
protein=putative PPE family protein PPE37,0.0
gene=mshD_15,0.0
gene=nadD_2,0.0
gene=pyrE_4,0.0
gene=papA,0.0
gene=lyc,6.511650344790107e-06
gene=prn_6,0.0
gene=pqqC,8.288072881384508e-07
gene=mexB_2,0.0
gene=yiaA_1,0.0
gene=ydbM,0.0
gene=xkdM_4,0.0
gene=ermD,0.0
gene=anoR_3,0.0
gene=cotX_1,0.0
gene=rsmC,0.00019967428124035547
gene=pepDA_2,0.0
gene=fliG_1,0.0
gene=ptlI_5,0.0
protein=Proline racemase,2.0891028518940963e-08
gene=crtF,0.0
gene=dmlA_1,0.0
gene=crfC_2,0.0
gene=sutR_6,0.0
gene=thiH_2,0.0
gene=rpfC_2,4.95303740925521e-05
gene=cdiA2,8.685835273420384e-05
gene=nucM,0.0
gene=dhbE_3,0.0
gene=kstD_2,0.0
gene=uxuA_1,1.3121772233840022e-05
gene=zraR,1.4411246453063882e-05
gene=uppP_2,3.471947925249849e-05
gene=carAa_1,0.0
gene=rsiW_1,0.0
gene=Hgd,0.0
gene=arg_1,0.0
gene=leuS_1,9.393551292112516e-07
gene=mmpL3_2,0.0
gene=galS_1,0.0
gene=rpoZ_2,0.0
protein=Putative antitoxin VapB17,0.0
gene=gstB_6,0.00010852593207985764
gene=pytH_7,0.0
gene=amyE_1,0.0
gene=cpnT_2,2.832096208988288e-05
gene=fecI_23,0.0
gene=swrC_3,0.0
gene=fabF_1,7.216204996112879e-05
gene=ohrR_3,1.1826234995946554e-06
gene=galP_1,0.0
gene=mtlK_3,0.0
gene=ywqK_3,3.820602972230358e-06
gene=mcpH_4,0.0
gene=tsx,0.0
gene=metL_1,0.0
gene=rstB,1.0627299148927543e-05
gene=moaA_3,0.0
gene=vapC5_1,0.0
gene=ribC_2,0.0
gene=yxlE,1.5742959230725235e-05
gene=natA_6,0.0
gene=sfrB_2,0.0
gene=paaZ_2,8.963959067803999e-06
gene=quiP_4,0.0
gene=fadL,2.1385378434635455e-05
gene=pduL_2,2.735286592006673e-06
gene=accD3_2,0.0
gene=zraS_19,0.0
gene=gdhB_2,6.894039411247889e-07
gene=mycG_1,0.0
gene=loiP_3,0.0
gene=nanB_1,0.0
gene=casD,0.0
gene=rimP,3.1533617899206706e-05
gene=ybiS_1,0.0
gene=plcC_1,0.0
gene=yfbT_2,1.9689020238846367e-06
gene=egtD_2,0.0
gene=mftR_5,0.0
gene=atzA_1,0.0
gene=mhpE_1,0.0
gene=yesO_8,0.0
protein=O-GlcNAcase,0.0
gene=evgS_5,0.0
gene=scpA_3,0.00033285280225076584
gene=dhfrIII_1,0.0
gene=acnR_2,2.6107408489404338e-06
gene=rpfG_6,0.0
gene=tdk_1,2.3519427188149275e-05
gene=ygiC_2,0.0
gene=whiB6,0.0
gene=traC_7,0.0
gene=caiC_3,0.0
gene=psbF,3.261859411658041e-05
gene=dgaR_8,6.756588658248263e-06
gene=hmrR_1,0.0
gene=ino1_2,0.0
gene=cdhA_1,0.0
gene=bznB,0.0
gene=betT2_1,0.0
gene=hin_8,7.0664690150117995e-09
gene=birA_4,1.7725716565222888e-06
gene=prsD_1,0.0
gene=sgcD,0.0
gene=dpnA_2,3.823740663584847e-06
gene=ftsL,0.00027501105300066736
gene=metQ_7,0.0
gene=espA_3,0.0
gene=fucO_1,0.0
gene=ribX_2,1.3816124380413956e-05
gene=kduD_2,3.234079990859095e-05
gene=yibH_2,0.0
gene=tnsA_1,0.0
gene=prtR_5,0.0
gene=recC,0.00015764435956363215
gene=cccA_1,8.671109657883231e-05
gene=ipuF,6.99424930572355e-07
gene=pipB_5,0.0
gene=cshE,0.0
gene=tcyC,0.0002888940605278522
protein=Outer membrane lipoprotein omp10,0.0
gene=omp2b_1,0.0
gene=thcD_1,0.0
gene=yvdD_1,0.0
gene=pipB_4,0.0
gene=ybdZ_4,0.0
gene=ros,0.0
gene=alkB_4,0.0
gene=lacC_2,0.0
gene=clpB,3.6313321448122665e-06
gene=yfcQ_3,0.0
gene=trpP,0.0
gene=merA_2,0.000122183777147164
gene=mleN_4,0.0
gene=afsR_22,0.0
gene=pcpB_2,1.1481526818579822e-06
gene=prn_1,0.0
gene=ptsO_2,0.0
gene=hisP_4,0.0
gene=opuBA_1,6.0655163269842065e-05
gene=algB,0.0
gene=cooF_3,0.0
gene=rbbA_1,0.0
gene=prsA3_4,0.0
gene=phaB_4,0.0
gene=mtnD_3,0.0
gene=ugtP_1,0.0
gene=yeeF_2,0.0
gene=aes_1,3.7175234724309234e-06
gene=tldD_3,0.0
gene=exuT,2.3837428122398283e-05
gene=ribX_5,0.0
gene=bchI_1,0.0
gene=ynfE_2,0.0
gene=puuP_9,0.0
gene=regX3,1.2248224622085506e-05
protein=Bifunctional NMN adenylyltransferase/Nudix hydrolase,9.27692697731008e-06
gene=rcsC_5,0.0
protein=Single-stranded DNA-binding protein,4.3354943464760966e-05
gene=yuaF_1,0.0
gene=gerXA_1,0.0
gene=yfcD_2,0.0
gene=ydhP_4,0.0
gene=recU_3,0.0
gene=hhoB,0.0
gene=dgaE_2,1.169310009743708e-06
gene=slmA_2,3.746769561098883e-05
gene=rpiA_1,5.830974395474564e-05
gene=fptA_6,0.0
gene=ansZ_2,0.0
gene=tlp,1.4140303915322198e-05
gene=bigR,2.017133225427426e-07
gene=rpsC_1,0.0
gene=fabG3_3,0.0
gene=nylB_1,3.524839309417502e-05
gene=afsK_10,0.0
gene=yhaH_1,0.0
gene=ftsA_1,0.0
gene=orn_2,8.16848980888426e-06
gene=araE_3,0.0
gene=ywle_1,0.0
gene=rppH_7,0.0
gene=rnk,6.130148161396197e-05
gene=carC_5,1.2975511417617987e-05
gene=metI_4,0.0
gene=atsA_4,0.0
gene=hslU_2,0.0
gene=ped_1,0.0
gene=ulaC_1,0.00024740838648038043
gene=flhA_3,0.0
gene=ecsA_4,0.0
gene=cmoA_1,0.0
gene=artP_1,0.0
gene=hxcR_3,0.0
gene=apbC_3,0.0
gene=tnrA,0.0
gene=acr1_7,0.0
gene=kdgR_16,0.0
gene=sacC,2.921108482997879e-05
gene=glsA2,2.6315845880042457e-06
gene=gltC_1,6.303336692228389e-07
gene=gltC_26,0.0
gene=artM_4,0.0
gene=cyaA_8,0.0
gene=higA,3.752857516237341e-05
"protein=Ferredoxin, 2Fe-2S",2.743928387820227e-06
gene=alkH_1,0.0
gene=senX3_2,2.6249494668426804e-05
gene=glpG_2,0.0
gene=xylH_3,0.0
gene=rarA_2,0.0
gene=ezrA,0.0
gene=tesE,0.0
gene=pyk_2,4.7039377562525616e-07
gene=csrA,0.00022115962634175758
gene=prfB,0.00020927678417096115
gene=araQ_11,4.8974385065783115e-05
protein=Soluble cytochrome b558,0.0
gene=yedQ_3,0.0
gene=nagG_2,0.0
gene=tnpA_2,0.0
gene=mecB,7.864109919686844e-06
gene=uvsE_2,0.0
gene=bphI_1,0.0
gene=arsB_3,0.0
gene=lpdV,0.0
gene=rbsA_9,0.0
gene=accA1,0.0
gene=noeI_1,0.0
gene=nqrC_1,0.0
gene=yodJ_3,0.0
gene=efpA_7,0.0
gene=rsbU_40,0.0
gene=cph2_8,0.0
gene=nasC,7.829070089431083e-06
gene=nimR_8,0.0
gene=sbp_3,0.0
gene=yehU_14,0.0
gene=apcA1,0.0
gene=sodA_1,0.0
gene=tcrX_1,0.0
gene=phnR,0.0
gene=sfrA,0.0
gene=yedQ_1,0.00020817036889535603
gene=mlaE_13,0.0
gene=tmoS_6,0.0
gene=hpaIIM,1.572776105357089e-05
gene=ccmH_1,1.4070054200019062e-05
gene=lepA,3.066947313844351e-05
gene=lpp,3.31573295529102e-07
gene=phaC,0.0
gene=rsxD,0.0
gene=albD,0.0
gene=acnA_2,1.5905555818581533e-05
gene=yadK,0.0
gene=aidB_3,0.0
gene=zraR_27,0.0
gene=degU_7,1.35131367054856e-05
gene=oppF_6,7.099654838980197e-06
gene=smtA,3.2438227009847305e-05
gene=DmdB_1,0.0
